,page,country,rev_id,ores_score,FIPS,Name,Type,TimeFrame,Data (M),Population
20545,Raleigh Grey,Rhodesian,784826325,"{""B"": 0.04334717427781048, ""C"": 0.09591340387376236, ""FA"": 0.003931962811159767, ""GA"": 0.0065051193822861396, ""Start"": 0.7951668765421264, ""Stub"": 0.05513546311285486}",,,,,,
20549,Petr Bendl,Czech Republic,784826685,"{""B"": 0.022444061087024077, ""C"": 0.04252321096058552, ""FA"": 0.00319946231768733, ""GA"": 0.005423908634394703, ""Start"": 0.8172910523743643, ""Stub"": 0.10911830462594409}",,,,,,
20550,Petr Gandalovič,Czech Republic,784826720,"{""B"": 0.022386105834385547, ""C"": 0.04672308574712333, ""FA"": 0.0035166240042696626, ""GA"": 0.00574500072956759, ""Start"": 0.6753166964018877, ""Stub"": 0.24631248728276617}",,,,,,
20552,Richard Solomon (Attorney General),Cape Colony,784829553,"{""B"": 0.09509899342998732, ""C"": 0.17583840325687355, ""FA"": 0.005723400728479014, ""GA"": 0.010716919018326969, ""Start"": 0.6681834343477641, ""Stub"": 0.044438849218569054}",,,,,,
20553,Robert Clarkson Tredgold,Rhodesian,784830601,"{""B"": 0.06078734760340204, ""C"": 0.11354695374479941, ""FA"": 0.00446664221150583, ""GA"": 0.00985627561875055, ""Start"": 0.6848321627693933, ""Stub"": 0.12651061805214878}",,,,,,
20555,Robert James Hudson,Rhodesian,784831407,"{""B"": 0.3720380279446418, ""C"": 0.3548615947869091, ""FA"": 0.006872532607666628, ""GA"": 0.06688267725113155, ""Start"": 0.18130404389635305, ""Stub"": 0.018041123513298056}",,,,,,
20566,Terry Le Sueur,Jersey,784849252,"{""B"": 0.018985938146131393, ""C"": 0.04802810337065269, ""FA"": 0.00330788986503583, ""GA"": 0.007004232810131897, ""Start"": 0.24985728502850307, ""Stub"": 0.6728165507795452}",,,,,,
20570,Tony Longrigg,Montserratian,784856577,"{""B"": 0.010421332633498542, ""C"": 0.016899082758402493, ""FA"": 0.0020128562246965994, ""GA"": 0.004432146873566261, ""Start"": 0.13459137687227496, ""Stub"": 0.8316432046375611}",,,,,,
20571,Walter Hely-Hutchinson,Cape Colony,784862369,"{""B"": 0.037914452773396494, ""C"": 0.09506351754791441, ""FA"": 0.003753885069438653, ""GA"": 0.006916461430276984, ""Start"": 0.7685581097169181, ""Stub"": 0.08779357346205541}",,,,,,
20575,William Harper (Rhodesian politician),Rhodesian,784870217,"{""B"": 0.0317130544302012, ""C"": 0.015944893370722468, ""FA"": 0.6508887711714602, ""GA"": 0.2934521326784062, ""Start"": 0.0057172697490712335, ""Stub"": 0.0022838786001389425}",,,,,,
20580,Deborah Barnes-Jones,Montserratian,784875662,"{""B"": 0.05457090936820437, ""C"": 0.1522065260588812, ""FA"": 0.006164359110217915, ""GA"": 0.013635151321460903, ""Start"": 0.5429656539241627, ""Stub"": 0.23045740021707298}",,,,,,
20606,Tomáš Vandas,Czech Republic,784968648,"{""B"": 0.023586784781317947, ""C"": 0.0844666137453731, ""FA"": 0.003982691864013325, ""GA"": 0.007950811445053892, ""Start"": 0.6877647700113738, ""Stub"": 0.19224832815286785}",,,,,,
20612,Rowan Cronjé,Rhodesian,784974615,"{""B"": 0.24101829474529982, ""C"": 0.21606056068547952, ""FA"": 0.03206216013757363, ""GA"": 0.4677500450046022, ""Start"": 0.03820845733188662, ""Stub"": 0.004900482095158121}",,,,,,
20661,Robert Mayr-Harting,Czech Republic,785085345,"{""B"": 0.009401700959239475, ""C"": 0.013253705165974683, ""FA"": 0.0017245346525725876, ""GA"": 0.0027946388435623297, ""Start"": 0.07953750253101563, ""Stub"": 0.8932879178476353}",,,,,,
20668,Marie Grace Augustin,Saint Lucian,785101569,"{""B"": 0.16174017740413918, ""C"": 0.5644265905332706, ""FA"": 0.01626055704308951, ""GA"": 0.15704505211427974, ""Start"": 0.09387532972103632, ""Stub"": 0.006652293184184533}",,,,,,
20705,Aziz Aliyev,Dagestani,785202362,"{""B"": 0.205221965876316, ""C"": 0.5762913126424944, ""FA"": 0.005252233797018223, ""GA"": 0.0106696369389145, ""Start"": 0.1975812303349444, ""Stub"": 0.0049836204103122245}",,,,,,
20736,Alfonso Quiñónez Molina,Salvadoran,785229840,"{""B"": 0.008103116323868308, ""C"": 0.009308668861615573, ""FA"": 0.0015883320395068152, ""GA"": 0.002318976569232391, ""Start"": 0.05297567014710398, ""Stub"": 0.9257052360586729}",,,,,,
20776,Lee Hae-chan,South Korean,785317852,"{""B"": 0.06282283567553812, ""C"": 0.40468363990051104, ""FA"": 0.006019309974904561, ""GA"": 0.012885530522960202, ""Start"": 0.4604127205683591, ""Stub"": 0.05317596335772695}",,,,,,
20817,Karel Havlíček Borovský,Czech Republic,785407597,"{""B"": 0.17922967902901163, ""C"": 0.6281340395132703, ""FA"": 0.006113455390013985, ""GA"": 0.007631409215172179, ""Start"": 0.1731761340518607, ""Stub"": 0.005715282800671241}",,,,,,
20863,David Aubrey Scott,Pitcairn Islands,785508390,"{""B"": 0.0661621283107007, ""C"": 0.20794296277650082, ""FA"": 0.003721395358593725, ""GA"": 0.006285116315101416, ""Start"": 0.6909449733911692, ""Stub"": 0.02494342384793412}",,,,,,
20868,Mukhu Aliyev,Dagestani,785532389,"{""B"": 0.03061916738949815, ""C"": 0.07009588076835557, ""FA"": 0.0048035052060164465, ""GA"": 0.008739532664121337, ""Start"": 0.6474558469681749, ""Stub"": 0.23828606700383342}",,,,,,
20885,Tui Manuʻa Elisala,Samoan,785553682,"{""B"": 0.12902346370750178, ""C"": 0.24016835551680707, ""FA"": 0.005559858267462194, ""GA"": 0.009583436068887381, ""Start"": 0.5878628988227302, ""Stub"": 0.027801987616611398}",,,,,,
20890,Henry White (Cape Treasurer General),Cape Colony,785566972,"{""B"": 0.3105186546436008, ""C"": 0.5378442851868435, ""FA"": 0.016300745210760033, ""GA"": 0.020901711497844252, ""Start"": 0.10843934491297266, ""Stub"": 0.0059952585479788375}",,,,,,
20920,Ntfombi of Swaziland,Swaziland,785654533,"{""B"": 0.19813913085547918, ""C"": 0.487556683865779, ""FA"": 0.008092051993858065, ""GA"": 0.019550025090992875, ""Start"": 0.27353022981569575, ""Stub"": 0.013131878378195084}",,,,,,
21089,Jorge Meléndez,Salvadoran,786063735,"{""B"": 0.007695071617064759, ""C"": 0.008742494761439042, ""FA"": 0.0015188061647795523, ""GA"": 0.002179252088032526, ""Start"": 0.02864128653774213, ""Stub"": 0.951223088830942}",,,,,,
21101,Carmen Elena Figueroa,Salvadoran,786068145,"{""B"": 0.01076438266910769, ""C"": 0.022696565212796938, ""FA"": 0.0018500951452964226, ""GA"": 0.004126181644798735, ""Start"": 0.09899419108208683, ""Stub"": 0.8615685842459133}",,,,,,
21131,Ljupco Andonovski,Macedonia,786138077,"{""B"": 0.010084099243325982, ""C"": 0.014173924935732211, ""FA"": 0.00184100424785088, ""GA"": 0.0034801883747805013, ""Start"": 0.07354747611046639, ""Stub"": 0.8968733070878441}",,,,,,
21134,Jacobus Wilhelmus Sauer,Cape Colony,786142993,"{""B"": 0.2858961401276749, ""C"": 0.6089247389811877, ""FA"": 0.015481752680365397, ""GA"": 0.03166378016579481, ""Start"": 0.05261497401798416, ""Stub"": 0.005418614026993155}",,,,,,
21147,Jan Černý,Czech Republic,786162238,"{""B"": 0.02431737436139619, ""C"": 0.052205062084151196, ""FA"": 0.004119779843123378, ""GA"": 0.007758132010285189, ""Start"": 0.4596564656530363, ""Stub"": 0.4519431860480078}",,,,,,
21149,María Antonieta de Bográn,Hondura,786165176,"{""B"": 0.010967608587643861, ""C"": 0.02832022629855176, ""FA"": 0.002037128214972279, ""GA"": 0.0047195692811104195, ""Start"": 0.12063361293955294, ""Stub"": 0.8333218546781687}",,,,,,
21155,Don Filleul,Jersey,786175308,"{""B"": 0.02243436645732084, ""C"": 0.046869773081764786, ""FA"": 0.0027416835411421666, ""GA"": 0.008408326872462917, ""Start"": 0.2584078783140064, ""Stub"": 0.6611379717333028}",,,,,,
21164,Zakan Jugelia,Abkhazia,786203824,"{""B"": 0.035357973943524204, ""C"": 0.10851406647145727, ""FA"": 0.004550894563432731, ""GA"": 0.011898196985104198, ""Start"": 0.6904563320448409, ""Stub"": 0.14922253599164073}",,,,,,
21173,Head of the Chechen Republic,Chechen,786231010,"{""B"": 0.05895587056884744, ""C"": 0.19739227015607486, ""FA"": 0.006980238042781622, ""GA"": 0.010268569271445099, ""Start"": 0.5540988299422693, ""Stub"": 0.17230422201858153}",,,,,,
21234,Guy Powles,Tokelauan,786375181,"{""B"": 0.08497626060989519, ""C"": 0.47024901469708924, ""FA"": 0.003933098211232637, ""GA"": 0.008832804665471752, ""Start"": 0.42085717864176736, ""Stub"": 0.011151643174543755}",,,,,,
21248,Josef Frank (politician),Czech Republic,786399604,"{""B"": 0.01756379693806026, ""C"": 0.03199201097418092, ""FA"": 0.0027169631050544926, ""GA"": 0.005058405714441475, ""Start"": 0.260965945918413, ""Stub"": 0.6817028773498499}",,,,,,
21292,Felipe Codallos,Salvadoran,786492357,"{""B"": 0.01219451310992409, ""C"": 0.013534958228649013, ""FA"": 0.0020479044914307664, ""GA"": 0.003425438937105007, ""Start"": 0.11838607951581093, ""Stub"": 0.8504111057170802}",,,,,,
21293,Tomás Regalado (Salvadoran politician),Salvadoran,786492366,"{""B"": 0.02125096195098012, ""C"": 0.03425783934833984, ""FA"": 0.004194131878184886, ""GA"": 0.006760283589949599, ""Start"": 0.4544386929462731, ""Stub"": 0.4790980902862724}",,,,,,
21328,Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616,"{""B"": 0.014003026429110246, ""C"": 0.026247924055100142, ""FA"": 0.0023443862449118277, ""GA"": 0.007022787051043809, ""Start"": 0.05585739457496573, ""Stub"": 0.8945244816448684}",,,,,,
21340,Edgar Whitehead,Rhodesian,786601705,"{""B"": 0.09372991355037764, ""C"": 0.3302285761351535, ""FA"": 0.004126809834957162, ""GA"": 0.007304939016865369, ""Start"": 0.5583157319713313, ""Stub"": 0.0062940294913150655}",,,,,,
21345,Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217,"{""B"": 0.037791614773976294, ""C"": 0.12112563953070479, ""FA"": 0.0060416930556607485, ""GA"": 0.01246230471225122, ""Start"": 0.5607520823903517, ""Stub"": 0.26182666553705525}",,,,,,
21353,Henry Puna,Cook Island,786648340,"{""B"": 0.1834690932347939, ""C"": 0.4470884146982831, ""FA"": 0.006752085797121089, ""GA"": 0.08675634942916, ""Start"": 0.2672966851060885, ""Stub"": 0.008637371734553301}",,,,,,
21358,Henry Hamilton Beamish,Rhodesian,786659504,"{""B"": 0.15502503320764438, ""C"": 0.2936402543678068, ""FA"": 0.0072731910564216495, ""GA"": 0.07680481004058903, ""Start"": 0.44346495165202005, ""Stub"": 0.023791759675518075}",,,,,,
21390,Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925,"{""B"": 0.07554261969933569, ""C"": 0.274551523252532, ""FA"": 0.004222184618140659, ""GA"": 0.01186045883263025, ""Start"": 0.6114486015347846, ""Stub"": 0.022374612062576665}",,,,,,
21397,Mata'afa,Samoan,786776338,"{""B"": 0.08873313364263072, ""C"": 0.2201449448105853, ""FA"": 0.0074620533938604345, ""GA"": 0.016422580807487024, ""Start"": 0.596293982634483, ""Stub"": 0.07094330471095343}",,,,,,
21410,Charles Lennox Stretch,Cape Colony,786803200,"{""B"": 0.07402369503857086, ""C"": 0.2132017011995081, ""FA"": 0.004467095200891074, ""GA"": 0.007989019440380003, ""Start"": 0.6810461223925987, ""Stub"": 0.01927236672805125}",,,,,,
21464,Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201,"{""B"": 0.20873205026151334, ""C"": 0.35698750114439154, ""FA"": 0.009365929749953135, ""GA"": 0.1952266240153132, ""Start"": 0.22031901727306122, ""Stub"": 0.00936887755576754}",,,,,,
21504,John Tengo Jabavu,Cape Colony,786916027,"{""B"": 0.056742076875517966, ""C"": 0.22129744298120668, ""FA"": 0.005320586756805199, ""GA"": 0.00978884442422787, ""Start"": 0.6656153392194818, ""Stub"": 0.04123570974276051}",,,,,,
21536,Philip John Stigant,Cape Colony,786972727,"{""B"": 0.07418187327661717, ""C"": 0.1884396351157827, ""FA"": 0.004457714506800757, ""GA"": 0.007806229778679016, ""Start"": 0.6810748074740132, ""Stub"": 0.04403973984810731}",,,,,,
21552,Kuniwo Nakamura,Palauan,786992351,"{""B"": 0.05048923322006635, ""C"": 0.1709133056120595, ""FA"": 0.004769501603531646, ""GA"": 0.010226866595944887, ""Start"": 0.6883495598408339, ""Stub"": 0.0752515331275637}",,,,,,
21569,Augustus Asplet Le Gros,Jersey,787012860,"{""B"": 0.023806024281733833, ""C"": 0.03547927524652711, ""FA"": 0.004281960531275218, ""GA"": 0.006063631423284141, ""Start"": 0.7940866807922842, ""Stub"": 0.13628242772489552}",,,,,,
21587,Philippe Langlois,Jersey,787046159,"{""B"": 0.014073935167992505, ""C"": 0.015282721910215406, ""FA"": 0.0022719393946436972, ""GA"": 0.003523595374872009, ""Start"": 0.1606307024264712, ""Stub"": 0.8042171057258052}",,,,,,
21588,Moana Ioane,Cook Island,787050138,"{""B"": 0.007282748357986604, ""C"": 0.010741711896716046, ""FA"": 0.0013210481453771507, ""GA"": 0.002892054862153714, ""Start"": 0.018450159358744566, ""Stub"": 0.959312277379022}",,,,,,
21620,Lionel Cripps,Rhodesian,787105083,"{""B"": 0.09156376438584451, ""C"": 0.1294675338377496, ""FA"": 0.006169741723903692, ""GA"": 0.01378481577024852, ""Start"": 0.6817009417256319, ""Stub"": 0.07731320255662194}",,,,,,
21639,A. R. Colquhoun,Rhodesian,787147677,"{""B"": 0.06128331887928976, ""C"": 0.2031284166713627, ""FA"": 0.004704560067634818, ""GA"": 0.010328990474605452, ""Start"": 0.6589050703118181, ""Stub"": 0.06164964359528918}",,,,,,
21656,Mairbek Sheripov,Chechen,787163671,"{""B"": 0.007272326539317191, ""C"": 0.008221664633111596, ""FA"": 0.0012423096837606044, ""GA"": 0.0024646666406712395, ""Start"": 0.041481219957093224, ""Stub"": 0.9393178125460461}",,,,,,
21705,Marguerite Story,Cook Island,787227714,"{""B"": 0.06356151597845222, ""C"": 0.1590437120185363, ""FA"": 0.005053748103637915, ""GA"": 0.009499273147205667, ""Start"": 0.6871148426592655, ""Stub"": 0.0757269080929024}",,,,,,
21774,François Amichia,Ivorian,787310676,"{""B"": 0.013343555039296743, ""C"": 0.02748624774961954, ""FA"": 0.0022163063692729615, ""GA"": 0.005752742403863198, ""Start"": 0.0724074285488238, ""Stub"": 0.8787937198891238}",,,,,,
21892,Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464,"{""B"": 0.08005039269151966, ""C"": 0.3011032464993914, ""FA"": 0.004041988160375772, ""GA"": 0.006870919318778383, ""Start"": 0.5936740851124833, ""Stub"": 0.014259368217451438}",,,,,,
21930,Abdilaqim Ademi,Macedonia,787391041,"{""B"": 0.1078943258879825, ""C"": 0.30847342115761217, ""FA"": 0.004385432477903155, ""GA"": 0.00763209855030644, ""Start"": 0.5466685646450459, ""Stub"": 0.02494615728114998}",,,,,,
22002,Agnethe Davidsen,Greenlandic,787423025,"{""B"": 0.014950429148775264, ""C"": 0.02140482277619595, ""FA"": 0.0027161908590872517, ""GA"": 0.004986219754680998, ""Start"": 0.34811858637274107, ""Stub"": 0.6078237510885194}",,,,,,
22014,Aboubakar Diaby Ouattara,Ivorian,787437447,"{""B"": 0.006522712608910608, ""C"": 0.007337446593201055, ""FA"": 0.0011727252559663817, ""GA"": 0.0018415879776018664, ""Start"": 0.016595123058522718, ""Stub"": 0.9665304045057972}",,,,,,
22076,Polataivao Fosi,Samoan,787519332,"{""B"": 0.16155908776301633, ""C"": 0.5085917149603435, ""FA"": 0.012282523672540673, ""GA"": 0.0238980331644831, ""Start"": 0.28560666987260813, ""Stub"": 0.008061970567008204}",,,,,,
22103,Henry Pottinger,Cape Colony,787552653,"{""B"": 0.13632651463374643, ""C"": 0.7849227767986882, ""FA"": 0.0043814328530057, ""GA"": 0.009116326703232203, ""Start"": 0.06187658347196297, ""Stub"": 0.0033763655393642907}",,,,,,
22117,Adam Bombolé,"Congo, Dem. Rep. of",787602247,"{""B"": 0.006204211122717407, ""C"": 0.0070288351739351005, ""FA"": 0.0011416486450392155, ""GA"": 0.001798661772158333, ""Start"": 0.014742222742247438, ""Stub"": 0.9690844205439025}",,,,,,
22120,Transvaal Civil War,South African Republic,787611475,"{""B"": 0.2993920896020267, ""C"": 0.3858398017470376, ""FA"": 0.022676163955660373, ""GA"": 0.2335933065684369, ""Start"": 0.049691892794334135, ""Stub"": 0.008806745332504482}",,,,,,
22181,Adolphe Lumanu,"Congo, Dem. Rep. of",787715913,"{""B"": 0.00837128846511609, ""C"": 0.018339805301776372, ""FA"": 0.001458425938982372, ""GA"": 0.0032089177347198973, ""Start"": 0.1366954464958746, ""Stub"": 0.8319261160635307}",,,,,,
22182,Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080,"{""B"": 0.33523499165943665, ""C"": 0.16825032683456462, ""FA"": 0.006164480774435795, ""GA"": 0.010572149130352567, ""Start"": 0.45374597806100625, ""Stub"": 0.02603207354020393}",,,,,,
22235,Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355,"{""B"": 0.040250545988339936, ""C"": 0.15430653579748946, ""FA"": 0.006186145980875997, ""GA"": 0.01611439782743513, ""Start"": 0.5834239649306394, ""Stub"": 0.19971840947521988}",,,,,,
22270,John McChlery,Rhodesian,787854502,"{""B"": 0.007889739741136255, ""C"": 0.009610326362120235, ""FA"": 0.0014279902667592179, ""GA"": 0.0029927544340484, ""Start"": 0.020716090001137163, ""Stub"": 0.9573630991947987}",,,,,,
22331,Timco Mucunski,Macedonia,787914897,"{""B"": 0.061066060034577735, ""C"": 0.07631982571645861, ""FA"": 0.005205483215354519, ""GA"": 0.010104806386385638, ""Start"": 0.7635277250502834, ""Stub"": 0.08377609959694012}",,,,,,
22359,"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352,"{""B"": 0.05479770879453208, ""C"": 0.05852146556059575, ""FA"": 0.004763894645977978, ""GA"": 0.007206844409009751, ""Start"": 0.7608319415110877, ""Stub"": 0.11387814507879661}",,,,,,
22364,Luboš Dobrovský,Czech Republic,787952395,"{""B"": 0.018341178558345814, ""C"": 0.039970194777420365, ""FA"": 0.0032298830919078553, ""GA"": 0.005911757626941063, ""Start"": 0.2786042062582374, ""Stub"": 0.6539427796871475}",,,,,,
22367,Bedřich Moldan,Czech Republic,787952868,"{""B"": 0.012035018799709698, ""C"": 0.01482002784190116, ""FA"": 0.0021326281091829757, ""GA"": 0.003457036768644494, ""Start"": 0.12498178424593764, ""Stub"": 0.842573504234624}",,,,,,
22370,Diane Lewis (Guernsey legislator),Guernsey,787954113,"{""B"": 0.009709125608408552, ""C"": 0.013466748164223798, ""FA"": 0.0017564256622755068, ""GA"": 0.0036973813690512544, ""Start"": 0.045623050131112945, ""Stub"": 0.9257472690649279}",,,,,,
22371,Wendy Morgan (politician),Guernsey,787954138,"{""B"": 0.009288362581300922, ""C"": 0.01132230933773824, ""FA"": 0.0016489363447272916, ""GA"": 0.002916566299817021, ""Start"": 0.054854204317660596, ""Stub"": 0.919969621118756}",,,,,,
22374,Sarah Craig Ferguson,Jersey,787955357,"{""B"": 0.02421525401765159, ""C"": 0.06703252599777122, ""FA"": 0.004467746822395171, ""GA"": 0.010805555692364611, ""Start"": 0.46768583378170725, ""Stub"": 0.42579308368811014}",,,,,,
22375,Wendy Kinnard,Jersey,787955613,"{""B"": 0.016465463551425943, ""C"": 0.029194296664111195, ""FA"": 0.0026556778074137656, ""GA"": 0.00518707871670529, ""Start"": 0.41170915614346293, ""Stub"": 0.5347883271168808}",,,,,,
22377,Iris Le Feuvre,Jersey,787956265,"{""B"": 0.031539007309331346, ""C"": 0.10629399402551053, ""FA"": 0.004294785189812283, ""GA"": 0.011612937559053469, ""Start"": 0.717368916635055, ""Stub"": 0.12889035928123743}",,,,,,
22378,Judy Martin (politician),Jersey,787956300,"{""B"": 0.010205034425721057, ""C"": 0.027558264368580113, ""FA"": 0.0019365934239482384, ""GA"": 0.004575434042833195, ""Start"": 0.0721404563187125, ""Stub"": 0.8835842174202049}",,,,,,
22379,Kristina Moore,Jersey,787956364,"{""B"": 0.048634226271093144, ""C"": 0.17177199232742268, ""FA"": 0.004754832192171995, ""GA"": 0.011620896061736719, ""Start"": 0.7114313107560557, ""Stub"": 0.05178674239151965}",,,,,,
22380,Susan Pinel,Jersey,787956392,"{""B"": 0.005889136268222362, ""C"": 0.010126257274594496, ""FA"": 0.0011731426203948233, ""GA"": 0.0027062638045010756, ""Start"": 0.031015326977174396, ""Stub"": 0.9490898730551128}",,,,,,
22381,Shona Pitman,Jersey,787956492,"{""B"": 0.006015207712582671, ""C"": 0.009021209216082952, ""FA"": 0.0012278703423762559, ""GA"": 0.0026579248053484024, ""Start"": 0.024227753829471566, ""Stub"": 0.9568500340941382}",,,,,,
22382,Anne Pryke,Jersey,787956513,"{""B"": 0.006863314588797341, ""C"": 0.010509028198234594, ""FA"": 0.001377304604184045, ""GA"": 0.0030168237628795357, ""Start"": 0.036920547700670235, ""Stub"": 0.9413129811452343}",,,,,,
22383,Corrie Stein,Jersey,787956597,"{""B"": 0.013818505595305314, ""C"": 0.013579330049132851, ""FA"": 0.002085379501558837, ""GA"": 0.003387027774698788, ""Start"": 0.15753580724796384, ""Stub"": 0.8095939498313404}",,,,,,
22385,Tracey Vallois,Jersey,787957954,"{""B"": 0.005257153027660066, ""C"": 0.009143740363111035, ""FA"": 0.0011369596231866673, ""GA"": 0.0024759352784392607, ""Start"": 0.02583971976793007, ""Stub"": 0.9561464919396729}",,,,,,
22395,Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501,"{""B"": 0.0733929048077853, ""C"": 0.07873852678624786, ""FA"": 0.00596078950411008, ""GA"": 0.022214680392642676, ""Start"": 0.4748162202598292, ""Stub"": 0.34487687824938484}",,,,,,
22398,Camillo Gonsalves,Saint Vincent and the Grenadines,787976333,"{""B"": 0.1508054647057832, ""C"": 0.21715867028908445, ""FA"": 0.005275480419461057, ""GA"": 0.010806201509011962, ""Start"": 0.577770579096646, ""Stub"": 0.03818360398001328}",,,,,,
22404,Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838,"{""B"": 0.015220582058814637, ""C"": 0.04479294005579833, ""FA"": 0.0027341106004488322, ""GA"": 0.006728591641729841, ""Start"": 0.20952780976662483, ""Stub"": 0.7209959658765835}",,,,,,
22434,Gabriela Konevska-Trajkovska,Macedonia,787991725,"{""B"": 0.016197816468578104, ""C"": 0.029036829242487443, ""FA"": 0.002104498690251767, ""GA"": 0.005182668866930668, ""Start"": 0.137711645801313, ""Stub"": 0.8097665409304389}",,,,,,
22435,Ilinka Mitreva,Macedonia,787991780,"{""B"": 0.01712769016533504, ""C"": 0.034035275051528396, ""FA"": 0.0029064491673731017, ""GA"": 0.005262947362562907, ""Start"": 0.22607175744442082, ""Stub"": 0.7145958808087796}",,,,,,
22449,Igor Džundev,Macedonia,788000145,"{""B"": 0.006540541144708747, ""C"": 0.009282789023895305, ""FA"": 0.0012177548070717178, ""GA"": 0.0021816954451794315, ""Start"": 0.022296563525059276, ""Stub"": 0.9584806560540855}",,,,,,
22483,Martin Palouš,Czech Republic,788015952,"{""B"": 0.04457431222747691, ""C"": 0.14162069681885983, ""FA"": 0.0062194494237642825, ""GA"": 0.009994244056075997, ""Start"": 0.7158319760050449, ""Stub"": 0.08175932146877812}",,,,,,
22487,Milena Pires,East Timorese,788017619,"{""B"": 0.08119414830673186, ""C"": 0.20788004750879893, ""FA"": 0.0040473726282336175, ""GA"": 0.012738868776514181, ""Start"": 0.6757786073699321, ""Stub"": 0.018360955409789326}",,,,,,
22512,Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194,"{""B"": 0.24703807618163814, ""C"": 0.38606562875021705, ""FA"": 0.004960199346911729, ""GA"": 0.01839295210454625, ""Start"": 0.3245682696683421, ""Stub"": 0.018974873948344902}",,,,,,
22518,Ljube Boškoski,Macedonia,788026057,"{""B"": 0.14182801476117354, ""C"": 0.8052105388442862, ""FA"": 0.009491930670904815, ""GA"": 0.018987796267453706, ""Start"": 0.021865477551980737, ""Stub"": 0.0026162419042012335}",,,,,,
22549,Ferdinand Essandja,"Congo, Dem. Rep. of",788054013,"{""B"": 0.011393819368680178, ""C"": 0.022337659827600637, ""FA"": 0.0021220207155632745, ""GA"": 0.004945848579322052, ""Start"": 0.1409194151276537, ""Stub"": 0.8182812363811802}",,,,,,
22562,Youssouf Bakayoko,Ivorian,788065543,"{""B"": 0.009009842580795575, ""C"": 0.01153443435614195, ""FA"": 0.001845854161467088, ""GA"": 0.0026553633201411354, ""Start"": 0.03596618408574465, ""Stub"": 0.9389883214957095}",,,,,,
22585,Thomas Charles Scanlen,Cape Colony,788098639,"{""B"": 0.19802288709190183, ""C"": 0.7236793500210498, ""FA"": 0.01980549140993418, ""GA"": 0.02560765689905133, ""Start"": 0.02905005984500321, ""Stub"": 0.0038345547330597553}",,,,,,
22600,Hermann Zwierzina,Czech Republic,788121309,"{""B"": 0.01506490599328788, ""C"": 0.016345987006614868, ""FA"": 0.0024791091464766535, ""GA"": 0.003822268366117945, ""Start"": 0.1604263381817051, ""Stub"": 0.8018613913057976}",,,,,,
22680,Eduard Zeman,Czech Republic,788178766,"{""B"": 0.00747551068311914, ""C"": 0.010075044530251022, ""FA"": 0.0014673656420797379, ""GA"": 0.0029019622490764154, ""Start"": 0.040088071833654766, ""Stub"": 0.9379920450618189}",,,,,,
22752,Clement Arrindell,Saint Kitts and Nevis,788231533,"{""B"": 0.05392989655877257, ""C"": 0.18427977759755743, ""FA"": 0.004532410981200899, ""GA"": 0.009802214652839269, ""Start"": 0.6952423649112136, ""Stub"": 0.0522133352984162}",,,,,,
22764,Apenera Short,Cook Island,788240713,"{""B"": 0.023031566230077884, ""C"": 0.03717688069750549, ""FA"": 0.0033378444003517253, ""GA"": 0.005428975240335894, ""Start"": 0.6267711809608064, ""Stub"": 0.3042535524709226}",,,,,,
22789,Doroteo Vasconcelos,Salvadoran,788264133,"{""B"": 0.16558507857667154, ""C"": 0.12690258965032936, ""FA"": 0.12906577560167254, ""GA"": 0.5537923569300071, ""Start"": 0.01890915608142804, ""Stub"": 0.00574504315989151}",,,,,,
22863,Harold Smedley,Pitcairn Islands,788318957,"{""B"": 0.1199821543897534, ""C"": 0.3348865797161793, ""FA"": 0.004242751442790989, ""GA"": 0.017417277666263026, ""Start"": 0.5132099018370824, ""Stub"": 0.01026133494793096}",,,,,,
22867,Chantal Compaoré,Ivorian,788330706,"{""B"": 0.1625858470573898, ""C"": 0.26447744838202486, ""FA"": 0.015481917198926635, ""GA"": 0.5204145708400351, ""Start"": 0.03202318425519582, ""Stub"": 0.00501703226642775}",,,,,,
22883,Saul Solomon,Cape Colony,788361321,"{""B"": 0.25155749935694766, ""C"": 0.4506955556466884, ""FA"": 0.05818002641995191, ""GA"": 0.20863835592373461, ""Start"": 0.025970315405694316, ""Stub"": 0.004958247246983145}",,,,,,
22930,Richard Bienert,Czech Republic,788410657,"{""B"": 0.05062236079873092, ""C"": 0.04626056590770656, ""FA"": 0.0037064993011974145, ""GA"": 0.006164921867499623, ""Start"": 0.8056159590941675, ""Stub"": 0.08762969303069805}",,,,,,
22942,Désiré Tagro,Ivorian,788421683,"{""B"": 0.059608192601219134, ""C"": 0.13954936372899884, ""FA"": 0.006198851927099674, ""GA"": 0.01880618600024448, ""Start"": 0.6991883402686597, ""Stub"": 0.07664906547377816}",,,,,,
