,page,country,rev_id,ores_score,FIPS,Name,Type,TimeFrame,Data (M),Population
40819,Ana Vilma de Escobar,Salvadoran,803927035,"{""B"": 0.07593157950417914, ""C"": 0.4958956325209473, ""FA"": 0.005059088184613141, ""GA"": 0.008935965127686107, ""Start"": 0.4044975292651202, ""Stub"": 0.009680205397454152}",,,,,,
40840,"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525,"{""B"": 0.0915706632647146, ""C"": 0.1672729134413138, ""FA"": 0.004986200626769162, ""GA"": 0.009291340417560206, ""Start"": 0.6299350353786713, ""Stub"": 0.09694384687097095}",,,,,,
40870,Francis Wodié,Ivorian,803941004,"{""B"": 0.24600030616061758, ""C"": 0.6026256195267226, ""FA"": 0.008051913437540862, ""GA"": 0.05834315943884934, ""Start"": 0.07651179026623713, ""Stub"": 0.008467211170032539}",,,,,,
40896,Francisco Xavier do Amaral,East Timorese,803969836,"{""B"": 0.42148280552615364, ""C"": 0.4250838499009683, ""FA"": 0.00932236343201085, ""GA"": 0.09218295006624107, ""Start"": 0.045672503942035925, ""Stub"": 0.006255527132590142}",,,,,,
40928,Petr Ježek,Czech Republic,803983301,"{""B"": 0.019375067832375636, ""C"": 0.04458155397168899, ""FA"": 0.00352681161047993, ""GA"": 0.006377937733382896, ""Start"": 0.6111854356845122, ""Stub"": 0.3149531931675603}",,,,,,
40964,Frank Lui,Niuean,804027488,"{""B"": 0.03172140668288027, ""C"": 0.10838471368315214, ""FA"": 0.005327552052456052, ""GA"": 0.012296518987141207, ""Start"": 0.6491630806063401, ""Stub"": 0.1931067279880301}",,,,,,
40975,Frank Rhodes (British Army officer),Rhodesian,804040348,"{""B"": 0.08281691331693664, ""C"": 0.32416164022912036, ""FA"": 0.005349178013741436, ""GA"": 0.008907765791331722, ""Start"": 0.5507927358173055, ""Stub"": 0.027971766831564392}",,,,,,
41029,Denzil Douglas,Saint Kitts and Nevis,804081241,"{""B"": 0.08245915655235932, ""C"": 0.3193656720363366, ""FA"": 0.004528068688637341, ""GA"": 0.014856747757560398, ""Start"": 0.555160399455318, ""Stub"": 0.023629955509788483}",,,,,,
41058,František Udržal,Czech Republic,804093764,"{""B"": 0.016216044083658922, ""C"": 0.022438061307305083, ""FA"": 0.002645499371656233, ""GA"": 0.004634390844861012, ""Start"": 0.25847603331956004, ""Stub"": 0.6955899710729587}",,,,,,
41066,Ernest Lucas Guest,Rhodesian,804101492,"{""B"": 0.05076695045810693, ""C"": 0.030606682383504925, ""FA"": 0.6574964634057052, ""GA"": 0.2514505365711278, ""Start"": 0.006901866658336262, ""Stub"": 0.0027775005232188055}",,,,,,
41078,List of vice-presidents of Ivory Coast,Ivorian,804108433,"{""B"": 0.015013761600216025, ""C"": 0.02539970556803237, ""FA"": 0.002410245139885569, ""GA"": 0.004941248030738542, ""Start"": 0.09755243184742832, ""Stub"": 0.8546826078136992}",,,,,,
41100,Vicente Mejía Colindres,Hondura,804127803,"{""B"": 0.01085952220518251, ""C"": 0.024498427400968102, ""FA"": 0.001921581719193663, ""GA"": 0.004506819020367474, ""Start"": 0.07920377069142365, ""Stub"": 0.8790098789628648}",,,,,,
41101,Miguel Paz Barahona,Hondura,804127877,"{""B"": 0.012003890748802653, ""C"": 0.01462272732877505, ""FA"": 0.002207788049728761, ""GA"": 0.003729234915546898, ""Start"": 0.23345260877373775, ""Stub"": 0.7339837501834089}",,,,,,
41102,Rafael López Gutiérrez,Hondura,804128734,"{""B"": 0.008530368422383564, ""C"": 0.011987083418872438, ""FA"": 0.0016032837778496, ""GA"": 0.002475214512889857, ""Start"": 0.046102501217412654, ""Stub"": 0.929301548650592}",,,,,,
41104,Francisco Bertrand,Hondura,804129698,"{""B"": 0.011298490159160873, ""C"": 0.01687094219000865, ""FA"": 0.00217187444612404, ""GA"": 0.0031947344538236404, ""Start"": 0.12187226014702915, ""Stub"": 0.8445916986038536}",,,,,,
41105,Miguel R. Dávila,Hondura,804130200,"{""B"": 0.007210359976542103, ""C"": 0.00895794939450153, ""FA"": 0.0015022426577465898, ""GA"": 0.002110373717147021, ""Start"": 0.030865723716931727, ""Stub"": 0.949353350537131}",,,,,,
41106,Manuel Bonilla,Hondura,804130440,"{""B"": 0.013004333368199762, ""C"": 0.017069150892984192, ""FA"": 0.0026993403282305566, ""GA"": 0.0038307160040256, ""Start"": 0.15603321975227719, ""Stub"": 0.8073632396542827}",,,,,,
41109,Terencio Sierra,Hondura,804131272,"{""B"": 0.018506578508063486, ""C"": 0.037086526593654176, ""FA"": 0.004781981361042567, ""GA"": 0.007717672017749754, ""Start"": 0.32611948758963194, ""Stub"": 0.6057877539298581}",,,,,,
41110,Policarpo Bonilla,Hondura,804131604,"{""B"": 0.04503987736825188, ""C"": 0.13137697941291826, ""FA"": 0.005184057909997968, ""GA"": 0.00995777158739338, ""Start"": 0.5545076508428758, ""Stub"": 0.2539336628785627}",,,,,,
41112,Ponciano Leiva,Hondura,804131948,"{""B"": 0.01849320386971733, ""C"": 0.042364027616252214, ""FA"": 0.0031538294465738655, ""GA"": 0.0063419705539872265, ""Start"": 0.3030848123678901, ""Stub"": 0.6265621561455792}",,,,,,
41116,José María Medina,Hondura,804133123,"{""B"": 0.07994616982580229, ""C"": 0.14413099882724772, ""FA"": 0.00719463677945785, ""GA"": 0.014274983543815017, ""Start"": 0.5587195349803896, ""Stub"": 0.1957336760432876}",,,,,,
41117,José Santos Guardiola,Hondura,804133555,"{""B"": 0.02834310417071875, ""C"": 0.053993190172710946, ""FA"": 0.005874776083955776, ""GA"": 0.006868951941517645, ""Start"": 0.8050848495321279, ""Stub"": 0.09983512809896888}",,,,,,
41118,Juan Lindo,Salvadoran,804134156,"{""B"": 0.14766627667878268, ""C"": 0.24769193185410762, ""FA"": 0.00465698358369202, ""GA"": 0.007968976357794828, ""Start"": 0.5704375147270873, ""Stub"": 0.021578316798535672}",,,,,,
41121,José Lino Matute,Hondura,804138803,"{""B"": 0.006180239686556896, ""C"": 0.007176894933753915, ""FA"": 0.0011245318184110998, ""GA"": 0.001856800639653425, ""Start"": 0.017712046743437168, ""Stub"": 0.9659494861781875}",,,,,,
41122,José Santiago Bueso,Hondura,804139010,"{""B"": 0.006181819583023755, ""C"": 0.0069881749672651055, ""FA"": 0.0012292559201224507, ""GA"": 0.0017519805796372254, ""Start"": 0.016738377245933883, ""Stub"": 0.9671103917040176}",,,,,,
41123,Francisco de Aguilar (politician),Hondura,804139208,"{""B"": 0.005983373285116463, ""C"": 0.006854220532908451, ""FA"": 0.0012168589930971268, ""GA"": 0.001729769384165776, ""Start"": 0.015939870831761523, ""Stub"": 0.9682759069729506}",,,,,,
41124,José Francisco Montes,Hondura,804139258,"{""B"": 0.006050991239055817, ""C"": 0.007144498120228539, ""FA"": 0.0012254834910697275, ""GA"": 0.0017136950158141602, ""Start"": 0.016524366892129758, ""Stub"": 0.9673409652417021}",,,,,,
41126,Victoriano Castellanos,Hondura,804139730,"{""B"": 0.023474280775872117, ""C"": 0.02993211473635657, ""FA"": 0.0037742319101229885, ""GA"": 0.006254079664899914, ""Start"": 0.5852638828955824, ""Stub"": 0.35130141001716597}",,,,,,
41127,Francisco Inestroza,Hondura,804139800,"{""B"": 0.0052271677774679715, ""C"": 0.005258799856848953, ""FA"": 0.0010253750443856371, ""GA"": 0.0014787506118661368, ""Start"": 0.00980419381779257, ""Stub"": 0.9772057128916387}",,,,,,
41128,Francisco Cruz Castro,Hondura,804139868,"{""B"": 0.008657262290208115, ""C"": 0.011670891352806525, ""FA"": 0.0014336148738925138, ""GA"": 0.0028611905700814543, ""Start"": 0.023283156615517445, ""Stub"": 0.9520938842974941}",,,,,,
41129,Marcelino Mejía,Hondura,804140099,"{""B"": 0.004985430600296937, ""C"": 0.005082908031344512, ""FA"": 0.0010002095599547626, ""GA"": 0.0014380894176869512, ""Start"": 0.010624112000573546, ""Stub"": 0.9768692503901434}",,,,,,
41130,Crescencio Gómez,Hondura,804140159,"{""B"": 0.007309585639897805, ""C"": 0.01172836037023219, ""FA"": 0.0013937617375339233, ""GA"": 0.0029660192623313032, ""Start"": 0.021448197744833798, ""Stub"": 0.9551540752451712}",,,,,,
41131,Miguel Oquelí Bustillo,Hondura,804140314,"{""B"": 0.009354461767031315, ""C"": 0.010174809309408816, ""FA"": 0.001601386486202547, ""GA"": 0.0024938980307152923, ""Start"": 0.040256045764911284, ""Stub"": 0.9361193986417307}",,,,,,
41132,Francisco Bueso,Hondura,804140447,"{""B"": 0.008225951995190814, ""C"": 0.009323769661084015, ""FA"": 0.001461964913825137, ""GA"": 0.00223622211090813, ""Start"": 0.03778255802685276, ""Stub"": 0.9409695332921392}",,,,,,
41137,Adan Ahmed Elmi,Somaliland,804143605,"{""B"": 0.017918131510492305, ""C"": 0.0296378129851047, ""FA"": 0.0038537331036004575, ""GA"": 0.0056576481083904905, ""Start"": 0.4097133882206229, ""Stub"": 0.5332192860717891}",,,,,,
41157,Ralph Gonsalves,Saint Vincent and the Grenadines,804164057,"{""B"": 0.2339902299834116, ""C"": 0.5991039537914823, ""FA"": 0.004342683685715199, ""GA"": 0.01565735725656681, ""Start"": 0.14275443693969433, ""Stub"": 0.004151338343129997}",,,,,,
41189,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745,"{""B"": 0.24975383414938276, ""C"": 0.29966854928923137, ""FA"": 0.02394485202683931, ""GA"": 0.37205686808041244, ""Start"": 0.04854067474356898, ""Stub"": 0.006035221710565187}",,,,,,
41257,Ben Viljoen,South African Republic,804250196,"{""B"": 0.13470462256713195, ""C"": 0.6321668977885587, ""FA"": 0.0040678912767752595, ""GA"": 0.009564769392051262, ""Start"": 0.21275240929914285, ""Stub"": 0.006743409676339859}",,,,,,
41291,President of Ichkeria,Chechen,804275742,"{""B"": 0.04107623618154661, ""C"": 0.1430319626756634, ""FA"": 0.006047661799099029, ""GA"": 0.007910332627518255, ""Start"": 0.6193977479280454, ""Stub"": 0.1825360587881274}",,,,,,
41293,Said-Khasanom Abumuslimov,Chechen,804276832,"{""B"": 0.012347408571917849, ""C"": 0.017700137749170255, ""FA"": 0.002337083156270228, ""GA"": 0.003989943603314984, ""Start"": 0.1774943084979282, ""Stub"": 0.7861311184213985}",,,,,,
41294,Vakha Arsanov,Chechen,804276940,"{""B"": 0.17405028201792364, ""C"": 0.6521202060336478, ""FA"": 0.016382122725889445, ""GA"": 0.1044444588948196, ""Start"": 0.046187321647791484, ""Stub"": 0.006815608679927924}",,,,,,
41295,Lowry Cole,Cape Colony,804277547,"{""B"": 0.09354434453103426, ""C"": 0.41588203747290015, ""FA"": 0.00490904090757365, ""GA"": 0.034847485648516995, ""Start"": 0.4396548729669034, ""Stub"": 0.01116221847307145}",,,,,,
41296,Shamil Basayev,Chechen,804277603,"{""B"": 0.4555940483399406, ""C"": 0.3991011875153044, ""FA"": 0.036693175010255485, ""GA"": 0.0941503287386022, ""Start"": 0.01080797496131452, ""Stub"": 0.0036532854345828836}",,,,,,
41297,Supyan Abdullayev,Chechen,804277842,"{""B"": 0.04061869660026411, ""C"": 0.11204090878372218, ""FA"": 0.0039122706996033, ""GA"": 0.006865937590068147, ""Start"": 0.7932845734913971, ""Stub"": 0.04327761283494518}",,,,,,
41304,Zelimkhan Yandarbiyev,Chechen,804279009,"{""B"": 0.0844559388110949, ""C"": 0.8448278255015483, ""FA"": 0.010272631470878823, ""GA"": 0.025764133541580622, ""Start"": 0.03142564681557095, ""Stub"": 0.0032538238593262056}",,,,,,
41305,Aslan Maskhadov,Chechen,804279119,"{""B"": 0.26434002993103684, ""C"": 0.6908881246136115, ""FA"": 0.011803373974143574, ""GA"": 0.016851157310953657, ""Start"": 0.013735610502723828, ""Stub"": 0.002381703667530718}",,,,,,
41306,Abdul-Halim Sadulayev,Chechen,804279165,"{""B"": 0.2713020312743796, ""C"": 0.65098535239185, ""FA"": 0.015398692269569355, ""GA"": 0.017232148464282487, ""Start"": 0.04072836047224663, ""Stub"": 0.00435341512767202}",,,,,,
41307,Dokka Umarov,Chechen,804279341,"{""B"": 0.49055667789774143, ""C"": 0.0693038572106026, ""FA"": 0.13730685211875823, ""GA"": 0.28725506775391024, ""Start"": 0.011209798642076992, ""Stub"": 0.004367746376910474}",,,,,,
41334,Malietoa Tanumafili II,Samoan,804303257,"{""B"": 0.231782605344147, ""C"": 0.44201300852392444, ""FA"": 0.06916827563988891, ""GA"": 0.22619958759074432, ""Start"": 0.025083663509347813, ""Stub"": 0.005752859391947589}",,,,,,
41404,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582,"{""B"": 0.15578043644158757, ""C"": 0.3121537424862687, ""FA"": 0.005415218387614453, ""GA"": 0.43814280969286035, ""Start"": 0.08312417118556141, ""Stub"": 0.005383621806107686}",,,,,,
41411,"Sir David Baird, 1st Baronet",Cape Colony,804362436,"{""B"": 0.24777601755892864, ""C"": 0.5652537751612015, ""FA"": 0.02546550723754674, ""GA"": 0.11246526221453915, ""Start"": 0.042550641414990625, ""Stub"": 0.006488796412793434}",,,,,,
41420,Alan Simon Crowcroft,Jersey,804372746,"{""B"": 0.09611846562853289, ""C"": 0.30247057760817786, ""FA"": 0.005423703470028854, ""GA"": 0.02016199993606092, ""Start"": 0.5567322783442973, ""Stub"": 0.0190929750129021}",,,,,,
41426,Fuimaono Naoia Tei,Samoan,804379271,"{""B"": 0.009096771442895182, ""C"": 0.014282474718782535, ""FA"": 0.0016102422101799037, ""GA"": 0.003284974203848103, ""Start"": 0.15024581910662957, ""Stub"": 0.8214797183176648}",,,,,,
41427,Fuiono Senio,Samoan,804379277,"{""B"": 0.016228744712060858, ""C"": 0.02256789987640295, ""FA"": 0.0029473645110259963, ""GA"": 0.005462332689920708, ""Start"": 0.2534941291355991, ""Stub"": 0.6992995290749903}",,,,,,
41465,Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035,"{""B"": 0.02334498316164554, ""C"": 0.04814145353536686, ""FA"": 0.0032632172921384043, ""GA"": 0.006106277303560253, ""Start"": 0.458571619457776, ""Stub"": 0.46057244924951296}",,,,,,
41556,James Rose Innes,Cape Colony,804497413,"{""B"": 0.06665613352892048, ""C"": 0.020229371273064952, ""FA"": 0.4372975181390098, ""GA"": 0.4657539769127892, ""Start"": 0.007209974337681532, ""Stub"": 0.002853025808534023}",,,,,,
41599,Túpac Katari,Incan,804527512,"{""B"": 0.11623749494078055, ""C"": 0.5098155452723908, ""FA"": 0.005680102262554082, ""GA"": 0.01849386907469171, ""Start"": 0.3434956997196777, ""Stub"": 0.006277288729905208}",,,,,,
41602,Mauricio Funes,Salvadoran,804528819,"{""B"": 0.14466332209496208, ""C"": 0.31418305691905496, ""FA"": 0.04077841212411796, ""GA"": 0.4739730620071758, ""Start"": 0.021429983856707954, ""Stub"": 0.004972162997981139}",,,,,,
41607,Havilland de Sausmarez,Guernsey,804532628,"{""B"": 0.08894375010300345, ""C"": 0.295800393135253, ""FA"": 0.0035561780710340516, ""GA"": 0.007114229965603997, ""Start"": 0.5929034825036112, ""Stub"": 0.011681966221494106}",,,,,,
41619,Vice President of El Salvador,Salvadoran,804538892,"{""B"": 0.05747735097311907, ""C"": 0.10896499989950491, ""FA"": 0.004408383146482958, ""GA"": 0.009410099973542956, ""Start"": 0.6235445232745485, ""Stub"": 0.1961946427328015}",,,,,,
41644,Tapa Tchermoeff,Chechen,804557776,"{""B"": 0.11313461198717195, ""C"": 0.1331897433683823, ""FA"": 0.005045271873589065, ""GA"": 0.007326133821013586, ""Start"": 0.7151324338446517, ""Stub"": 0.026171805105191362}",,,,,,
41655,Václav Havel,Czech Republic,804569724,"{""B"": 0.3298444206829608, ""C"": 0.3352113931663699, ""FA"": 0.07672824716901705, ""GA"": 0.243078273952529, ""Start"": 0.011539891254826727, ""Stub"": 0.0035977737742965326}",,,,,,
41671,Pavel Fischer,Czech Republic,804582256,"{""B"": 0.020402277878835553, ""C"": 0.04450829118555599, ""FA"": 0.003928021451798695, ""GA"": 0.010079111824867811, ""Start"": 0.39753685907953695, ""Stub"": 0.5235454385794049}",,,,,,
41678,Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534,"{""B"": 0.13294000508660675, ""C"": 0.2905528996392823, ""FA"": 0.006593986200347455, ""GA"": 0.5380860704784678, ""Start"": 0.02816848304225132, ""Stub"": 0.0036585555530443785}",,,,,,
41679,Gabriela Nuñez,Hondura,804587565,"{""B"": 0.04537434328721568, ""C"": 0.16501687430703543, ""FA"": 0.00454798825937993, ""GA"": 0.009952563753663926, ""Start"": 0.6935132100334928, ""Stub"": 0.08159502035921223}",,,,,,
41686,Eva Tylová,Czech Republic,804591494,"{""B"": 0.007500740327488938, ""C"": 0.00912615352748451, ""FA"": 0.001345248905055702, ""GA"": 0.0020749660659213176, ""Start"": 0.026861993573443817, ""Stub"": 0.9530908976006056}",,,,,,
41699,Francisco Flores Pérez,Salvadoran,804606321,"{""B"": 0.15933332042199774, ""C"": 0.7777740676016265, ""FA"": 0.0063688296614578185, ""GA"": 0.0230880206082861, ""Start"": 0.030673263171463433, ""Stub"": 0.002762498535168611}",,,,,,
41705,Vyacheslav Bitarov,Ossetian,804609656,"{""B"": 0.014131787745465673, ""C"": 0.03046260689059148, ""FA"": 0.003144094216673002, ""GA"": 0.005617226084227829, ""Start"": 0.134945924151215, ""Stub"": 0.811698360911827}",,,,,,
41706,Tamerlan Aguzarov,Ossetian,804609900,"{""B"": 0.015564392329971068, ""C"": 0.03777935443678576, ""FA"": 0.003246825819218614, ""GA"": 0.007160444342258007, ""Start"": 0.138314836556528, ""Stub"": 0.7979341465152385}",,,,,,
41729,President of Macedonia,Macedonia,804647547,"{""B"": 0.23212174500872745, ""C"": 0.5962635853896202, ""FA"": 0.011603955293631254, ""GA"": 0.013886560086284704, ""Start"": 0.135419598974764, ""Stub"": 0.0107045552469723}",,,,,,
41736,Godfrey Chidyausiku,Rhodesian,804650400,"{""B"": 0.04618765550871784, ""C"": 0.15076823513928814, ""FA"": 0.004647718764587672, ""GA"": 0.008899808773518425, ""Start"": 0.6757306219937312, ""Stub"": 0.11376595982015676}",,,,,,
41739,Tsandzile Dlamini,Swaziland,804656330,"{""B"": 0.040332299772722846, ""C"": 0.11852190148780187, ""FA"": 0.004330254824823458, ""GA"": 0.01390428819453212, ""Start"": 0.6758453934536607, ""Stub"": 0.14706586226645907}",,,,,,
41796,Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167,"{""B"": 0.008158620914822319, ""C"": 0.013352973588617782, ""FA"": 0.0014797301979631455, ""GA"": 0.0028681266314420114, ""Start"": 0.05616157789381112, ""Stub"": 0.9179789707733436}",,,,,,
41798,Krugerrand,South African Republic,804713000,"{""B"": 0.16587654613743963, ""C"": 0.7091379317900507, ""FA"": 0.007528316211577124, ""GA"": 0.043178776304523006, ""Start"": 0.07013900004566956, ""Stub"": 0.004139429510740028}",,,,,,
41800,Dana Jurásková,Czech Republic,804715205,"{""B"": 0.008881750458631398, ""C"": 0.013866363603381088, ""FA"": 0.0017925261593129509, ""GA"": 0.003455244924610572, ""Start"": 0.055234005477838126, ""Stub"": 0.9167701093762259}",,,,,,
41801,Svatopluk Němeček,Czech Republic,804715467,"{""B"": 0.00932023560362022, ""C"": 0.013232671374736785, ""FA"": 0.0017953806401806746, ""GA"": 0.003420630896146791, ""Start"": 0.04783203710364337, ""Stub"": 0.9243990443816721}",,,,,,
41835,Richard Hope Hall,Rhodesian,804743937,"{""B"": 0.23539496963372658, ""C"": 0.2685074726799639, ""FA"": 0.009624655038646754, ""GA"": 0.35600903076529805, ""Start"": 0.12448530647341598, ""Stub"": 0.005978565408949016}",,,,,,
41845,Kiro Gligorov,Macedonia,804752356,"{""B"": 0.21309907151975768, ""C"": 0.7076186963063513, ""FA"": 0.004950498823235712, ""GA"": 0.016965033533531404, ""Start"": 0.05327833036165824, ""Stub"": 0.00408836945546553}",,,,,,
41891,Crosaire,Rhodesian,804806363,"{""B"": 0.2176642593405843, ""C"": 0.3382683154756658, ""FA"": 0.00690607809446565, ""GA"": 0.07355543327025471, ""Start"": 0.34281208425124426, ""Stub"": 0.020793829567785367}",,,,,,
41898,José Napoleón Duarte,Salvadoran,804809409,"{""B"": 0.17187251279387702, ""C"": 0.7732838699372402, ""FA"": 0.01124297378165751, ""GA"": 0.013980820094151374, ""Start"": 0.02691899256953318, ""Stub"": 0.0027008308235406957}",,,,,,
41910,Sim Sang-jung,South Korean,804816596,"{""B"": 0.14708232800649118, ""C"": 0.5450631799139704, ""FA"": 0.0060218054850737475, ""GA"": 0.028726978257457663, ""Start"": 0.2642187902388083, ""Stub"": 0.008886918098198695}",,,,,,
41912,Kim So-yeon (activist),South Korean,804817210,"{""B"": 0.20372584096487378, ""C"": 0.39612513890785356, ""FA"": 0.005486475201691116, ""GA"": 0.013961102362214026, ""Start"": 0.37036868978464743, ""Stub"": 0.010332752778720063}",,,,,,
41921,Richard Brabec,Czech Republic,804820949,"{""B"": 0.012134971090936163, ""C"": 0.019432027711458123, ""FA"": 0.0023382329077976318, ""GA"": 0.004445462271811957, ""Start"": 0.08909777777270031, ""Stub"": 0.8725515282452957}",,,,,,
41967,Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608,"{""B"": 0.22818431647562354, ""C"": 0.3560814848957283, ""FA"": 0.00708258055078324, ""GA"": 0.012878303878987257, ""Start"": 0.3830538848712098, ""Stub"": 0.012719429327667807}",,,,,,
